step,total_cells,empty_sites,occupied_density,committed_cells,committed_density,undetermined_cells,undetermined_density,decommitted_cells,decommitted_density,uncommitted_cells,uncommitted_density,n_clusters_present,largest_cluster,cluster_0_size,cluster_1_size,cluster_2_size,cluster_3_size,cluster_4_size,cluster_5_size,cluster_6_size,cluster_7_size,T1,T2,I,R,M,K,S,seed
72,509,1891,0.2120833333333333,509,0.2120833333333333,0,0.0,0,0.0,0,0.0,8,250,250,16,98,35,66,8,27,9,0.884421568526938,1.3386367613779548,0.4606557551210223,0.6471414540994297,0.5432325046361577,0.3051972514904127,0.302749408249277,53
73,453,1947,0.18875,453,0.18875,0,0.0,0,0.0,0,0.0,8,228,228,14,84,33,55,8,24,7,0.8744384490377248,1.3352098676552786,0.4483235188767912,0.6344444167882372,0.5348012455768903,0.3056679438906639,0.2984670554605538,53
74,408,1992,0.17,408,0.17,0,0.0,0,0.0,0,0.0,8,206,206,14,77,30,50,7,19,5,0.8638016686575059,1.3334485712789017,0.434825014294516,0.6345379510200768,0.5252901277348785,0.3027836068815711,0.2927303387570591,53
75,342,2058,0.1425,342,0.1425,0,0.0,0,0.0,0,0.0,8,176,176,12,64,23,42,6,16,3,0.8566282610923717,1.3011004550074488,0.4306522913125986,0.6260213885564189,0.5130238027059889,0.2932155457615034,0.2887248110522666,53
76,293,2107,0.1220833333333333,293,0.1220833333333333,0,0.0,0,0.0,0,0.0,8,158,158,11,49,18,37,5,12,3,0.8497696083937085,1.289680075059346,0.4270934615875387,0.6015956728167046,0.4815734333212134,0.2892999811992327,0.2846928794336204,53
77,261,2139,0.10875,261,0.10875,0,0.0,0,0.0,0,0.0,8,145,145,8,39,16,34,5,11,3,0.8409644856689893,1.2952295128193572,0.4314961393588138,0.5860343090347815,0.462882559647171,0.2828650278018788,0.2788095168243831,53
78,226,2174,0.0941666666666666,226,0.0941666666666666,0,0.0,0,0.0,0,0.0,8,133,133,5,31,10,30,4,10,3,0.8353375037703106,1.3088518397917837,0.4332863077174867,0.5552352399583479,0.4352407829315824,0.2558109188374945,0.2754143188948801,53
79,187,2213,0.0779166666666666,187,0.0779166666666666,0,0.0,0,0.0,0,0.0,8,119,119,2,25,8,20,4,8,1,0.8278340867489431,1.3194367567752776,0.3964875530803294,0.5229232406414079,0.4161441524315206,0.2348620260710995,0.2703507032707953,53
80,143,2257,0.0595833333333333,143,0.0595833333333333,0,0.0,0,0.0,0,0.0,7,96,96,1,18,6,15,2,5,0,0.8205673805533898,1.3130730317275865,0.3692975237765401,0.5002528835823581,0.390392179506412,0.2143236732433999,0.2669765651432607,53
81,119,2281,0.0495833333333333,119,0.0495833333333333,0,0.0,0,0.0,0,0.0,7,83,83,1,12,5,14,1,3,0,0.8153623534240352,1.312653999705444,0.3625566353892684,0.4785863341986797,0.3525079708738934,0.2073374410538591,0.2609859645016543,53
82,92,2308,0.0383333333333333,92,0.0383333333333333,0,0.0,0,0.0,0,0.0,7,69,69,1,8,3,9,1,1,0,0.8093414128263269,1.3098514920481596,0.3276391779708766,0.4348737794138678,0.3121828646106107,0.2003855825826059,0.2585493022152649,53
83,72,2328,0.03,72,0.03,0,0.0,0,0.0,0,0.0,5,55,55,0,7,3,6,0,1,0,0.8059569567730231,1.294240020157008,0.3040107255985443,0.4273892244517656,0.3329008897763584,0.186726706245295,0.254968285025481,53
84,57,2343,0.02375,57,0.02375,0,0.0,0,0.0,0,0.0,5,44,44,0,5,2,5,0,1,0,0.8009456181674091,1.264696045074543,0.310791188777286,0.4147189135891567,0.3196311416006228,0.1794083531465453,0.2495797219484268,53
85,42,2358,0.0175,42,0.0175,0,0.0,0,0.0,0,0.0,5,35,35,0,3,1,2,0,1,0,0.8001642500150141,1.20689008584043,0.2755438206081688,0.3460751249300814,0.2970185605571728,0.1669899419349395,0.2449858265112722,53
86,35,2365,0.0145833333333333,35,0.0145833333333333,0,0.0,0,0.0,0,0.0,3,31,31,0,3,0,1,0,0,0,0.7926195027982169,1.215015713849333,0.2268545786663665,0.3115412713930436,0.258518275452727,0.1390228398859571,0.2401508862001884,53
87,28,2372,0.0116666666666666,28,0.0116666666666666,0,0.0,0,0.0,0,0.0,3,25,25,0,2,0,1,0,0,0,0.7897377899157937,1.197382096094581,0.2338559083437595,0.304441473200402,0.2443640826531889,0.1389839225994522,0.2389648731307876,53
88,23,2377,0.0095833333333333,23,0.0095833333333333,0,0.0,0,0.0,0,0.0,2,22,22,0,1,0,0,0,0,0,0.789513559038862,1.1562961921457626,0.2010479112327393,0.24399582849015,0.2189137024840776,0.1407305923110492,0.2343636407272827,53
89,19,2381,0.0079166666666666,19,0.0079166666666666,0,0.0,0,0.0,0,0.0,2,18,18,0,1,0,0,0,0,0,0.7803894294704503,1.1543397318089057,0.1981594319895728,0.2501628091517721,0.22543355338379,0.1387065941220988,0.2290618550355124,53
90,17,2383,0.0070833333333333,17,0.0070833333333333,0,0.0,0,0.0,0,0.0,2,16,16,0,1,0,0,0,0,0,0.7778077100272798,1.1419881046918663,0.1996181785718661,0.257769954743668,0.2328547120336354,0.1397407200432852,0.2232270171611458,53
91,12,2388,0.005,12,0.005,0,0.0,0,0.0,0,0.0,2,11,11,0,1,0,0,0,0,0,0.7754669182960233,1.1258746483205686,0.1983487247498238,0.2807591389487895,0.2559917224096985,0.1388493281655214,0.2209803161517135,53
92,10,2390,0.0041666666666666,10,0.0041666666666666,0,0.0,0,0.0,0,0.0,2,9,9,0,1,0,0,0,0,0,0.7756238101059441,1.087505392801335,0.2060111066221006,0.3049268812963467,0.2792001549180181,0.1442176484939401,0.2140638029421135,53
93,7,2393,0.0029166666666666,7,0.0029166666666666,0,0.0,0,0.0,0,0.0,1,7,7,0,0,0,0,0,0,0,0.766538514126619,1.1267558732883107,0.1973175783408174,0.1973103464953864,0.1726727829255061,0.1381529307832624,0.2138438434285766,53
94,5,2395,0.0020833333333333,5,0.0020833333333333,0,0.0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,0,0,0.7641331727139759,1.167783088297868,0.1990875643949301,0.19908373847837,0.1742098378082051,0.1393775994868096,0.2148067426782303,53
95,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.758487045847209,0.9894541323647882,0.2041213276468195,0.2041154846139076,0.1786048625105381,0.1429003857678766,0.2167974321741897,53
96,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7570097098846578,0.9985087191283092,0.2055379175825061,0.2055326588528854,0.1798445086223067,0.1438904530813469,0.2103977948470288,53
97,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7472008696770412,0.8222421413314,0.2011280400828534,0.2011212814081911,0.1759645138628775,0.1408067585357099,0.2101320891412682,53
98,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7479297200349929,0.77601792719826,0.2065872893220071,0.2065812065148111,0.180743609068099,0.1446265199553463,0.2070193175003488,53
99,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7489249214137956,0.734416134478434,0.212278107705912,0.2122726331794355,0.1857251020628814,0.1486085510810855,0.2047620688715877,53
100,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7515765672915821,0.8409745210305907,0.2155581606947677,0.2155532336209389,0.1885969726461093,0.1509032006045898,0.2014413666160418,53
101,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7516912875687504,0.9368770689275316,0.2167872664665753,0.2167828321001294,0.1896740819926223,0.1517623258330299,0.1972466752433367,53
102,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7529323927610085,1.0231893620347785,0.2163755842148088,0.2163715932850075,0.1893153376388897,0.1514730243261506,0.1924089387954268,53
103,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7555921227921428,1.100870425831301,0.2146834112647783,0.2146798194279571,0.1878360161625198,0.1502874917235508,0.1871298147458993,53
104,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
105,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
106,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
107,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
108,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
109,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
110,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
111,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
112,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
113,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
114,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
115,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
116,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
117,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
118,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
119,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
0,30,2370,0.0125,0,0.0,30,0.0125,0,0.0,30,0.0125,0,0,0,0,0,0,0,0,0,0,0.8374542363098304,0.4205662868644179,0.6164135030886182,0.5488227392046401,0.5997740222249873,0.3909815246124397,0.3729730918313325,65
1,47,2353,0.0195833333333333,0,0.0,47,0.0195833333333333,0,0.0,47,0.0195833333333333,0,0,0,0,0,0,0,0,0,0,0.6272175632782702,0.26585722862424,0.376993722580357,0.340048945463035,0.3717864033718996,0.2567051834089891,0.2317900854087686,65
2,56,2344,0.0233333333333333,0,0.0,56,0.0233333333333333,0,0.0,56,0.0233333333333333,0,0,0,0,0,0,0,0,0,0,0.664344004862204,0.2492457280500954,0.3117019182698899,0.2866122269688151,0.3044691122515136,0.2130870988542877,0.1986441184787143,65
3,58,2342,0.0241666666666666,19,0.0079166666666666,39,0.01625,0,0.0,39,0.01625,6,6,6,0,2,1,6,3,1,0,0.7971557877811815,0.2627238740297381,0.3090471774716408,0.2846645093560503,0.2965183483121252,0.2104997788952969,0.1992476428228111,65
4,61,2339,0.0254166666666666,21,0.00875,40,0.0166666666666666,0,0.0,40,0.0166666666666666,6,6,6,0,2,1,6,4,2,0,0.8990153751824312,0.2639702659729891,0.3175678550184965,0.3013284958601309,0.2921034671335739,0.2120135101879748,0.1980198779788238,65
5,75,2325,0.03125,40,0.0166666666666666,35,0.0145833333333333,0,0.0,35,0.0145833333333333,7,20,20,1,2,2,8,5,2,0,0.8432127916500618,0.2297062346922281,0.2867198103067491,0.2725222751446774,0.2501349381113746,0.1983571911390995,0.1703834220030422,65
6,88,2312,0.0366666666666666,49,0.0204166666666666,39,0.01625,0,0.0,39,0.01625,7,24,24,3,2,2,9,7,2,0,0.8400309741173686,0.2232405777468795,0.2713395127054351,0.263677443158156,0.2282249656196629,0.195135906725928,0.1580072043541107,65
7,106,2294,0.0441666666666666,61,0.0254166666666666,45,0.01875,0,0.0,45,0.01875,7,31,31,5,3,2,10,8,2,0,0.815240041868495,0.2159306958259704,0.2623393915473436,0.2502266276443977,0.2076211003191661,0.1865404298257072,0.1451198953525632,65
8,115,2285,0.0479166666666666,71,0.0295833333333333,44,0.0183333333333333,0,0.0,44,0.0183333333333333,7,36,36,6,3,2,11,11,2,0,0.884352513761264,0.2337025076678048,0.2739104274924339,0.2652333183650477,0.2131551811221382,0.2010554620666863,0.1500929213124174,65
9,122,2278,0.0508333333333333,89,0.0370833333333333,33,0.01375,0,0.0,33,0.01375,7,47,47,6,3,3,15,12,3,0,0.96310555101886,0.2553131929804739,0.2910383175633904,0.2870323634676819,0.2193875922433424,0.2178641875658897,0.1588764531182583,65
10,131,2269,0.0545833333333333,108,0.045,23,0.0095833333333333,0,0.0,23,0.0095833333333333,7,58,58,6,4,4,18,14,4,0,1.0168288336618343,0.2713388441927941,0.3085574903138877,0.3066841857846124,0.2300543351327339,0.2310801735291124,0.1655524193336465,65
11,153,2247,0.06375,134,0.0558333333333333,19,0.0079166666666666,0,0.0,19,0.0079166666666666,7,77,77,6,7,4,20,16,4,0,0.975459080722926,0.2622669917015059,0.3068058515799622,0.3009937588376297,0.2243097981856219,0.2269008056452173,0.15807461410551,65
12,174,2226,0.0725,156,0.065,18,0.0075,0,0.0,18,0.0075,7,91,91,8,9,4,22,18,4,0,0.9689691342027446,0.2685181882603297,0.3074388246445668,0.3038421824806152,0.2227784235003817,0.2232577357486594,0.1567239297362559,65
13,201,2199,0.08375,183,0.07625,18,0.0075,0,0.0,18,0.0075,7,107,107,9,12,4,26,21,4,0,0.9481056195890616,0.2693231257789435,0.3051934838697188,0.3008689976023546,0.2213772654547181,0.2236512601378369,0.1530753995812137,65
14,228,2172,0.095,207,0.08625,21,0.00875,0,0.0,21,0.00875,7,118,118,13,13,7,29,23,4,0,0.9481284692392212,0.2822655853219774,0.3074732535202085,0.3041648003706886,0.2222500247355359,0.2216918305267002,0.1536451787588476,65
15,249,2151,0.10375,237,0.09875,12,0.005,0,0.0,12,0.005,7,135,135,14,13,8,34,29,4,0,0.9844886142431803,0.3024453739279908,0.3153314420615358,0.3186788016890792,0.2309742766287983,0.2340988892077457,0.1597223851023145,65
16,261,2139,0.10875,251,0.1045833333333333,10,0.0041666666666666,0,0.0,10,0.0041666666666666,7,140,140,14,15,8,38,31,5,0,1.0566320254842247,0.32943298198185,0.3390057538532601,0.3471599039016543,0.2461825267609907,0.2531950576669728,0.1716228249934676,65
17,286,2114,0.1191666666666666,278,0.1158333333333333,8,0.0033333333333333,0,0.0,8,0.0033333333333333,7,150,150,15,17,8,44,37,7,0,1.0694290009983722,0.337831494641736,0.348025792568519,0.3581236982080637,0.2518133821855415,0.2591152053003925,0.1749211992086397,65
18,316,2084,0.1316666666666666,313,0.1304166666666666,3,0.00125,0,0.0,3,0.00125,7,171,171,15,22,9,47,42,7,0,1.0703823323116493,0.3449804643062747,0.3561557519406676,0.3658295144546939,0.2543451319847002,0.2619210713091419,0.1767015105397257,65
19,351,2049,0.14625,348,0.145,3,0.00125,0,0.0,3,0.00125,7,190,190,17,24,9,55,45,8,0,1.0652724813393255,0.3527875898823492,0.357698839658202,0.3707966620438785,0.2567819749859201,0.262166691010235,0.1776760960798814,65
20,395,2005,0.1645833333333333,392,0.1633333333333333,3,0.00125,0,0.0,3,0.00125,7,210,210,19,25,15,64,51,8,0,1.046368339631223,0.3592445560603396,0.3555196021362823,0.369541577158777,0.2551560361434209,0.2579536083898247,0.176627744198161,65
21,432,1968,0.18,430,0.1791666666666666,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,235,235,21,25,15,71,55,8,0,1.0598833887543069,0.3792394437024322,0.3641147050840682,0.3797794211463913,0.26043982927091,0.2643708760727981,0.1810637466230395,65
22,476,1924,0.1983333333333333,474,0.1975,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,253,253,21,32,16,76,68,8,0,1.0619460783082282,0.3924796128392976,0.3678240992106701,0.3845871428933222,0.2621962188516317,0.2676412067082119,0.1832992719325443,65
23,516,1884,0.215,514,0.2141666666666666,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,269,269,25,38,16,83,74,9,0,1.0798826420058951,0.4135935390316961,0.3769257410595316,0.3963945643242137,0.2659798457656822,0.2746138240602265,0.188543667284803,65
24,546,1854,0.2275,544,0.2266666666666666,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,277,277,27,41,16,94,80,9,0,1.1204827964158932,0.4401993397917936,0.3928983543889562,0.4167687260765044,0.2756765115458857,0.2861876725888078,0.1974751670750686,65
25,587,1813,0.2445833333333333,586,0.2441666666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,291,291,29,44,16,108,88,10,0,1.1354223777618435,0.4586200265309836,0.4016438070773225,0.4290398114874933,0.2815466519561557,0.2920655062806299,0.2026394365333962,65
26,631,1769,0.2629166666666667,630,0.2625,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,305,305,29,47,18,119,100,12,0,1.1463244905189407,0.4768953407548633,0.4107942020460807,0.440550048858719,0.2869678503375807,0.2974164102473555,0.2073951794220274,65
27,668,1732,0.2783333333333333,667,0.2779166666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,323,323,31,52,20,125,104,12,0,1.1716786753722614,0.501863568884262,0.4268776512230725,0.4583371081180895,0.2928747993061539,0.3060972266731752,0.2148803790823076,65
28,707,1693,0.2945833333333333,706,0.2941666666666667,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,341,341,31,55,24,132,110,13,0,1.191604935708151,0.5221334902591486,0.4408456852173126,0.4738240193245722,0.3003764690565645,0.3144569053970279,0.2212768069131507,65
29,752,1648,0.3133333333333333,751,0.3129166666666667,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,360,360,33,57,24,142,119,16,0,1.2005440503589615,0.5417094944839047,0.4492483243166701,0.4849302481435442,0.3054694637482419,0.3189310941492927,0.2263649712955342,65
30,800,1600,0.3333333333333333,800,0.3333333333333333,0,0.0,0,0.0,0,0.0,7,374,374,33,65,27,152,133,16,0,1.205427347836049,0.5592512323333839,0.4575466587006858,0.4941432753651154,0.3097313782127807,0.3222381244232568,0.2306723655209963,65
31,843,1557,0.35125,843,0.35125,0,0.0,0,0.0,0,0.0,7,394,394,34,68,27,161,143,16,0,1.2184328093189432,0.5817804119573379,0.4686342035605843,0.5080187679829321,0.3160710021862583,0.3294457105432062,0.236700673046058,65
32,900,1500,0.375,900,0.375,0,0.0,0,0.0,0,0.0,7,419,419,35,77,28,171,154,16,0,1.2110284551900312,0.5950942206133697,0.4721784933855142,0.5131757449480446,0.3174433385024363,0.3315231948976394,0.2388968138547294,65
33,937,1463,0.3904166666666667,937,0.3904166666666667,0,0.0,0,0.0,0,0.0,7,439,439,36,78,29,179,160,16,0,1.2322939230327865,0.626047298502486,0.4864753920019575,0.5305631062548198,0.3257845542063494,0.3402483342119237,0.2471292563813516,65
34,981,1419,0.40875,981,0.40875,0,0.0,0,0.0,0,0.0,7,458,458,38,81,31,189,168,16,0,1.2407242082932062,0.6511495278564189,0.496219247653525,0.5423035698816191,0.3302084417699963,0.3455202228709486,0.2530728400518025,65
35,1015,1385,0.4229166666666666,1015,0.4229166666666666,0,0.0,0,0.0,0,0.0,7,471,471,39,87,31,195,176,16,0,1.25939406551676,0.6818876040831834,0.5102716755844386,0.5588624065468641,0.3373491161542023,0.3542132472883402,0.2612149507776814,65
36,1046,1354,0.4358333333333333,1046,0.4358333333333333,0,0.0,0,0.0,0,0.0,7,477,477,40,89,31,214,178,17,0,1.2768873766135933,0.7144783234512315,0.5239449642594569,0.5757319190723043,0.3451561278191571,0.3625586465958846,0.269697421428069,65
37,1077,1323,0.44875,1077,0.44875,0,0.0,0,0.0,0,0.0,7,487,487,42,91,31,222,187,17,0,1.289768041170522,0.7449451194958128,0.5371244080384963,0.5915264918495184,0.3517550974831386,0.3705572149921847,0.2774127713161282,65
38,1103,1297,0.4595833333333333,1103,0.4595833333333333,0,0.0,0,0.0,0,0.0,7,497,497,42,93,33,230,191,17,0,1.3034942430389436,0.7796621072776885,0.5521672675639802,0.6085671229319305,0.3582428052517252,0.3775738774479135,0.2860235130259744,65
39,1128,1272,0.47,1128,0.47,0,0.0,0,0.0,0,0.0,7,508,508,43,95,33,234,198,17,0,1.313015996510599,0.8099632747292214,0.5655623029040036,0.6244160030793144,0.3648575187457084,0.38498584698661,0.2935940685799136,65
40,1149,1251,0.47875,1149,0.47875,0,0.0,0,0.0,0,0.0,7,517,517,44,95,33,236,205,19,0,1.3216283178223744,0.8429440526589256,0.5793646223865972,0.6405149037595762,0.371673065194486,0.3930794018355338,0.3015916858902268,65
41,1166,1234,0.4858333333333333,1166,0.4858333333333333,0,0.0,0,0.0,0,0.0,7,526,526,44,98,33,239,207,19,0,1.3288319134124444,0.876562988726069,0.5941352063578503,0.6565998256332036,0.3782338498718923,0.4013478896026986,0.309660820477238,65
42,1179,1221,0.49125,1179,0.49125,0,0.0,0,0.0,0,0.0,7,529,529,45,101,33,240,212,19,0,1.3353233638924955,0.9081774388203,0.6079031649452953,0.6727859943159307,0.3843508720763223,0.4090534351122766,0.3174148822766014,65
43,1186,1214,0.4941666666666666,1186,0.4941666666666666,0,0.0,0,0.0,0,0.0,7,531,531,45,104,33,241,213,19,0,1.3428208357511764,0.941965497750608,0.623307354279408,0.6904608784529846,0.3914433921267958,0.4180932930728851,0.3257618042810498,65
44,1202,1198,0.5008333333333334,1202,0.5008333333333334,0,0.0,0,0.0,0,0.0,7,539,539,46,105,33,244,216,19,0,1.333947138697182,0.9673959836098176,0.6314572300688217,0.7005843682428426,0.3946362815421079,0.4227877972887826,0.3307271033000173,65
45,1211,1189,0.5045833333333334,1211,0.5045833333333334,0,0.0,0,0.0,0,0.0,7,543,543,46,106,33,246,217,20,0,1.3289391717872396,0.9963839595946328,0.6417445422768507,0.7129315753265503,0.3992692323163868,0.4289700818423636,0.336655456695871,65
46,1216,1184,0.5066666666666667,1216,0.5066666666666667,0,0.0,0,0.0,0,0.0,7,546,546,46,106,33,247,218,20,0,1.3237365266280845,1.0283346032583796,0.6522588294590952,0.7255511910394945,0.4039258879577417,0.4350644599968502,0.3429354188336859,65
47,1221,1179,0.50875,1221,0.50875,0,0.0,0,0.0,0,0.0,7,549,549,46,106,33,248,219,20,0,1.3143606413365032,1.056433570684661,0.6609345957169437,0.736059095444376,0.4070879496189792,0.4399719359741034,0.3479433045179034,65
48,1227,1173,0.51125,1227,0.51125,0,0.0,0,0.0,0,0.0,7,554,554,46,107,33,248,219,20,0,1.3000092762538178,1.0800577431339635,0.6672445599272574,0.7440198797632549,0.4088940279939581,0.4432802986116185,0.3514694654235589,65
49,1227,1173,0.51125,1227,0.51125,0,0.0,0,0.0,0,0.0,7,554,554,46,107,33,248,219,20,0,1.2887828109114534,1.1074651717545514,0.6749960743302073,0.7537760137718484,0.4116989110267194,0.4476240788342751,0.3558622996251678,65
50,1231,1169,0.5129166666666667,1231,0.5129166666666667,0,0.0,0,0.0,0,0.0,7,558,558,46,107,33,248,219,20,0,1.2703073893705363,1.1281606735731535,0.6790755662065425,0.7592299119553976,0.4122063555194138,0.4495162927552208,0.358008656541237,65
51,1233,1167,0.51375,1233,0.51375,0,0.0,0,0.0,0,0.0,7,558,558,46,107,33,249,219,21,0,1.252137761350185,1.1484908436753425,0.6826799539022953,0.7642953174626954,0.4124613928245371,0.45111817325764,0.3598470441730086,65
52,1238,1162,0.5158333333333334,1238,0.5158333333333334,0,0.0,0,0.0,0,0.0,7,561,561,47,107,33,249,220,21,0,1.228943633039003,1.1657902174689234,0.683414032355033,0.7660446627238304,0.4109070560877415,0.4507810753539986,0.3601730290657605,65
