seed,step,snapshot_file,T1,T2,I,R,M,K,S
101,28,examples/runs/seed_101/snapshots/grid_029.npy,1.1515923219595183,0.497612754709936,0.4004034636431216,0.4589854991643881,0.3235231592726008,0.3403719019904789,0.2136982835270848
101,29,examples/runs/seed_101/snapshots/grid_030.npy,1.1569183926296729,0.5152377991437643,0.4048758354614292,0.4677338890843278,0.328010268746378,0.3447105601645843,0.2176015110031484
101,30,examples/runs/seed_101/snapshots/grid_031.npy,1.171056289944559,0.5373653384469883,0.4136197745067627,0.4802117906891377,0.3354303218195023,0.3512963838908056,0.2232640480049451
101,31,examples/runs/seed_101/snapshots/grid_032.npy,1.197529673772427,0.5678778142794672,0.4269539535791466,0.49837684837266,0.3461992726494379,0.3623857041271142,0.2318083287963455
101,32,examples/runs/seed_101/snapshots/grid_033.npy,1.2181371512323165,0.596070399083755,0.4391022920996649,0.5148921352727648,0.3556441985731065,0.3709614244493119,0.2396283016169889
101,33,examples/runs/seed_101/snapshots/grid_034.npy,1.248473668334788,0.6320215050254191,0.4545769329413209,0.5358358475328435,0.3671751386851178,0.3828734151053762,0.2500547692141746
101,34,examples/runs/seed_101/snapshots/grid_035.npy,1.2818252788412396,0.6676941354641446,0.4724857346157788,0.5595077472733949,0.3803848381635807,0.395849328972347,0.2611466664712947
101,35,examples/runs/seed_101/snapshots/grid_036.npy,1.3031524487919082,0.6976447146582538,0.4877891263490866,0.5786434932280111,0.3914412266012017,0.405442504515689,0.270242043745205
101,36,examples/runs/seed_101/snapshots/grid_037.npy,1.3183471308541828,0.7267274891167019,0.5010330649375693,0.5959242020075367,0.401443439251166,0.4147601351475887,0.2786826889722478
101,37,examples/runs/seed_101/snapshots/grid_038.npy,1.3321917453653371,0.75659092324758,0.5142146109071711,0.6132335797693806,0.41109869291888,0.424325977872161,0.2871751595837923
101,38,examples/runs/seed_101/snapshots/grid_039.npy,1.3308296112560252,0.7800871505734664,0.5220206988740692,0.6241883601487512,0.4172535976606019,0.4294417752700185,0.2928384789251784
101,39,examples/runs/seed_101/snapshots/grid_040.npy,1.34032242499045,0.8106585511898445,0.5339292307268356,0.640489625230442,0.4259410351823297,0.4385545870967579,0.3009329579387766
101,40,examples/runs/seed_101/snapshots/grid_041.npy,1.3478224800170462,0.8422636371878701,0.5468500244933179,0.6564188268274154,0.4344124625709537,0.4477821669195106,0.3090118506658512
101,41,examples/runs/seed_101/snapshots/grid_042.npy,1.349398353660344,0.8715919067890371,0.5574058072687709,0.6702690051363247,0.4421361953844639,0.4559577163296026,0.3160701333748023
101,42,examples/runs/seed_101/snapshots/grid_043.npy,1.3575171215011477,0.9067736778339665,0.5713204629739447,0.6880509447076839,0.4514546110459584,0.4664437432204463,0.3249207574780995
101,43,examples/runs/seed_101/snapshots/grid_044.npy,1.3532315165596027,0.9354084685349072,0.5808682617923014,0.700778072043466,0.4582972449465391,0.4732053032558765,0.331230463393215
101,44,examples/runs/seed_101/snapshots/grid_045.npy,1.349254865069536,0.9650557981250212,0.5902846438821203,0.7139414777451398,0.4655030023899362,0.480654898219413,0.3376294116956883
101,45,examples/runs/seed_101/snapshots/grid_046.npy,1.3453371518525834,0.995985050918144,0.6001673480112493,0.7275909845942177,0.4725697431042217,0.4883531810616724,0.344151667630812
101,46,examples/runs/seed_101/snapshots/grid_047.npy,1.3334007331238762,1.0195889436550074,0.6069033679215198,0.7372898234436327,0.4771116507457354,0.4935101546447878,0.3483931139317103
101,47,examples/runs/seed_101/snapshots/grid_048.npy,1.323830623214044,1.045849023566943,0.6144671362343092,0.7481289429212319,0.48249358174507,0.4996242534808387,0.3531944660161143
101,48,examples/runs/seed_101/snapshots/grid_049.npy,1.3072493013678952,1.0690612212052657,0.6187797030468953,0.7550696834929164,0.485374888133144,0.503307187876131,0.35633562071631
101,49,examples/runs/seed_101/snapshots/grid_050.npy,1.29039091065209,1.0905902138774628,0.6228419055544852,0.7616962631233809,0.4878630382707645,0.5067728051120692,0.3589521367464212
101,50,examples/runs/seed_101/snapshots/grid_051.npy,1.2675367197159702,1.1077052013573043,0.6240508236189014,0.764805870852723,0.4881392124039352,0.5082249144448426,0.3598462301848283
101,51,examples/runs/seed_101/snapshots/grid_052.npy,1.2485342849907757,1.1271005842597923,0.6264689841971218,0.769704962224058,0.4895834908999315,0.5104938289529348,0.3613542334678922
101,52,examples/runs/seed_101/snapshots/grid_053.npy,1.2285039347197408,1.1440945850033828,0.6267730671186059,0.7726164067159348,0.4906111373518556,0.5124475437120979,0.3621812046616731
101,53,examples/runs/seed_101/snapshots/grid_054.npy,1.2076292220239209,1.1624308337802325,0.6273597400755734,0.775456031077029,0.4906324980591101,0.5133719577746446,0.3625975020160158
101,54,examples/runs/seed_101/snapshots/grid_055.npy,1.1852509109915048,1.1791565512597262,0.6264001941730698,0.7764418244956491,0.4893938086039627,0.5131160256432153,0.3620584218238241
101,55,examples/runs/seed_101/snapshots/grid_056.npy,1.1623027308269054,1.1944015386208855,0.6242735542955953,0.7763080819409481,0.4878219586664211,0.5127564458677978,0.3608627871287329
101,56,examples/runs/seed_101/snapshots/grid_057.npy,1.1402221717361372,1.211847821780263,0.6215690099469748,0.7761783846913108,0.4855642754787909,0.5123466791100253,0.3596374291953474
101,57,examples/runs/seed_101/snapshots/grid_058.npy,1.1183408705109912,1.2282158271918555,0.6183272649487128,0.7741759393215933,0.4827677723915033,0.5109678707488993,0.3578182610167493
101,58,examples/runs/seed_101/snapshots/grid_059.npy,1.0969241325206196,1.2458964744275205,0.6151821031394125,0.7729494096735288,0.4805422896415117,0.5098437575652993,0.3560002492685243
101,59,examples/runs/seed_101/snapshots/grid_060.npy,1.0767821272928877,1.261154186687034,0.6147484564284912,0.7711253624097063,0.4752551401813632,0.5090189102375442,0.3538792507808638
101,60,examples/runs/seed_101/snapshots/grid_061.npy,1.0573913476309895,1.2775881981028754,0.6090339472276552,0.7640644874075486,0.4697621064786145,0.5061853882895351,0.3512964823762216
101,61,examples/runs/seed_101/snapshots/grid_062.npy,1.039069836273874,1.2943496157705183,0.6062233484026102,0.7557533834965966,0.4602982725618281,0.5030489064679775,0.3486744240492653
101,62,examples/runs/seed_101/snapshots/grid_063.npy,1.022630658302038,1.3078904803819615,0.6019368313958056,0.7444334795818383,0.4503016258815496,0.5039839200331097,0.3460708426881111
101,63,examples/runs/seed_101/snapshots/grid_064.npy,1.0051378676697635,1.3270446398283655,0.5933109167570373,0.7357785082891682,0.4426969536746698,0.5019967191300486,0.3420925303528696
101,64,examples/runs/seed_101/snapshots/grid_065.npy,0.9893672256771088,1.341416317308202,0.5828929229151268,0.7275875902786942,0.4370658289740209,0.5020829874842531,0.3388600583915501
101,65,examples/runs/seed_101/snapshots/grid_066.npy,0.9731949503094638,1.3572535240037826,0.57278223518333,0.7205777861205767,0.437156767105955,0.4918152162580302,0.3347974391941833
101,66,examples/runs/seed_101/snapshots/grid_067.npy,0.9585448512812136,1.3676626757035626,0.5677589266268215,0.7125953006787538,0.4284777993117504,0.485243485959284,0.3307211784652054
101,67,examples/runs/seed_101/snapshots/grid_068.npy,0.9448504030808488,1.365647307943416,0.5588601297965718,0.7063723315901135,0.4174349332515887,0.476544676628452,0.3266896000452029
101,68,examples/runs/seed_101/snapshots/grid_069.npy,0.9313881950426388,1.3590294223437331,0.5629595404991906,0.7063736292851805,0.4098964571402658,0.4779446102387095,0.3218904740428103
101,69,examples/runs/seed_101/snapshots/grid_070.npy,0.9210601524247992,1.342788771455713,0.5702603458735632,0.6978708599223857,0.3951580469772351,0.4825636948831338,0.3176116836491688
101,70,examples/runs/seed_101/snapshots/grid_071.npy,0.907935475121721,1.3265844563900833,0.5645133341658143,0.691708600953693,0.3855701275526126,0.4818908961023301,0.3130515805871186
101,71,examples/runs/seed_101/snapshots/grid_072.npy,0.8963603840536385,1.3222510063526507,0.5603220050423601,0.6825480185440224,0.3758273309446573,0.4803626229199328,0.3080787926841117
101,72,examples/runs/seed_101/snapshots/grid_073.npy,0.8845154823052563,1.3218535357051124,0.5554439366407222,0.6699079662462114,0.3664059146400825,0.4725747113424459,0.302678523732163
101,73,examples/runs/seed_101/snapshots/grid_074.npy,0.8735927785604715,1.3110221737283798,0.5501250004819115,0.6621806207541323,0.3557103159620398,0.4762876763820866,0.2979673057993284
101,74,examples/runs/seed_101/snapshots/grid_075.npy,0.8615061604823308,1.3037684239688714,0.5417609829362539,0.6598739813114212,0.3557441924152437,0.4643124360236379,0.2917532765168696
101,75,examples/runs/seed_101/snapshots/grid_076.npy,0.849809153332439,1.287744230116368,0.5499532342362234,0.6644242941514862,0.3528593396024286,0.4433967424896699,0.2863057823078707
101,76,examples/runs/seed_101/snapshots/grid_077.npy,0.8408239535994977,1.2803869423002172,0.5410487396921991,0.660729558437264,0.3587833153178072,0.4408788563295877,0.2804551149623287
101,77,examples/runs/seed_101/snapshots/grid_078.npy,0.8336625172002042,1.2792151331346495,0.5387777583667078,0.6524146287395889,0.3469992321318397,0.4240134708181909,0.2753904729926198
101,78,examples/runs/seed_101/snapshots/grid_079.npy,0.8261275345131602,1.2685037996273598,0.5486595893090236,0.6369709060662401,0.3157693584710472,0.4294803986640531,0.2717334399330433
101,79,examples/runs/seed_101/snapshots/grid_080.npy,0.8202774625562014,1.2533084115925006,0.5463623066611607,0.6252457288032791,0.2873532541309483,0.4397164106594424,0.2670396104175032
101,80,examples/runs/seed_101/snapshots/grid_081.npy,0.8137163040451234,1.2675714380455565,0.5281911516862681,0.6131070273672272,0.2916310009967075,0.4164624669462456,0.2613527225938628
101,81,examples/runs/seed_101/snapshots/grid_082.npy,0.8061492634477027,1.2676135410714595,0.5498041184889333,0.6387634572581762,0.2961406856619442,0.4037490538786686,0.256214302250204
101,82,examples/runs/seed_101/snapshots/grid_083.npy,0.8013899722773546,1.2528804421790551,0.548909142035868,0.6320097654390028,0.2933434559337113,0.4115032384470515,0.2514352733412042
101,83,examples/runs/seed_101/snapshots/grid_084.npy,0.7978472912639087,1.2451185063932984,0.5058933034578434,0.5726032956287259,0.2793513138424059,0.4024109913404112,0.2456830822985305
101,84,examples/runs/seed_101/snapshots/grid_085.npy,0.7946899999205975,1.2026249882331888,0.5230167989950677,0.5412756189957524,0.2405722819486202,0.4596286998435061,0.2420570739100741
101,85,examples/runs/seed_101/snapshots/grid_086.npy,0.791630789459101,1.113866930807762,0.4405968669554195,0.497011127372871,0.2444311110929879,0.4327692606452789,0.2401771577275483
101,86,examples/runs/seed_101/snapshots/grid_087.npy,0.7914101019165375,1.098768908310901,0.4164601914763074,0.4493516877559815,0.2244431127639127,0.3838735606133295,0.2370642080436832
101,87,examples/runs/seed_101/snapshots/grid_088.npy,0.7866916423132403,1.1318322045031604,0.3662486544242208,0.4042113405063906,0.2254806092813624,0.3781492078274561,0.2308694209127376
101,88,examples/runs/seed_101/snapshots/grid_089.npy,0.7839085303704986,1.1451460148456476,0.3613635269026564,0.3613010659806438,0.186465047083463,0.3469846108888226,0.2278785853099937
101,89,examples/runs/seed_101/snapshots/grid_090.npy,0.7833902199713974,1.1126067909508337,0.3576774334217267,0.3575899963533304,0.1893812353411377,0.2221969398739372,0.2253598836605581
101,90,examples/runs/seed_101/snapshots/grid_091.npy,0.7866722536917307,1.0937454970588196,0.2211169439950371,0.2210549861255933,0.193458467575871,0.2537302183309765,0.2251667161464729
101,91,examples/runs/seed_101/snapshots/grid_092.npy,0.7731406033255929,0.8769209662936934,0.2265858637597827,0.2265558949864277,0.1982481872733985,0.3565304391433487,0.2201275884783473
101,92,examples/runs/seed_101/snapshots/grid_093.npy,0.771516033079363,0.8948288696643238,0.2280400194825323,0.2280130475865128,0.1995220178824455,0.3575563146981233,0.2167937490996221
101,93,examples/runs/seed_101/snapshots/grid_094.npy,0.7746094386395433,0.8755191677811378,0.2334878572433696,0.2334586057367119,0.2042889608267108,0.4108540498450975,0.2153370160285707
101,94,examples/runs/seed_101/snapshots/grid_095.npy,0.7734062893608834,0.931967251003024,0.2336377621345716,0.2336114357785797,0.2044214190326363,0.410967728291465,0.2102523978565909
101,95,examples/runs/seed_101/snapshots/grid_096.npy,0.7741153955680035,0.9729013734425463,0.23256177446976,0.2325396022296948,0.2034744511559104,0.4927084862331994,0.2085088971086642
101,96,examples/runs/seed_101/snapshots/grid_097.npy,0.7879182128276346,1.0199846271649853,0.2361029171306384,0.2360865886386541,0.2065947801168575,0.6601829503583347,0.2066145105503822
101,97,examples/runs/seed_101/snapshots/grid_098.npy,0.7783130852095108,1.0241323882957585,0.2360051696919,0.235983016152928,0.2065051634597355,0.1652378592791119,0.2062918208457113
101,98,examples/runs/seed_101/snapshots/grid_099.npy,0.7812559778158704,1.1017191494661829,0.2330738801934157,0.2330539420083409,0.2039402211506294,0.1631825325806948,0.2001310979906342
101,99,examples/runs/seed_101/snapshots/grid_100.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,100,examples/runs/seed_101/snapshots/grid_101.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,examples/runs/seed_101/snapshots/grid_102.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,102,examples/runs/seed_101/snapshots/grid_103.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,103,examples/runs/seed_101/snapshots/grid_104.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,104,examples/runs/seed_101/snapshots/grid_105.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,105,examples/runs/seed_101/snapshots/grid_106.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,106,examples/runs/seed_101/snapshots/grid_107.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,107,examples/runs/seed_101/snapshots/grid_108.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,108,examples/runs/seed_101/snapshots/grid_109.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,109,examples/runs/seed_101/snapshots/grid_110.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,110,examples/runs/seed_101/snapshots/grid_111.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,111,examples/runs/seed_101/snapshots/grid_112.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,112,examples/runs/seed_101/snapshots/grid_113.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,113,examples/runs/seed_101/snapshots/grid_114.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,114,examples/runs/seed_101/snapshots/grid_115.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,115,examples/runs/seed_101/snapshots/grid_116.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,116,examples/runs/seed_101/snapshots/grid_117.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,117,examples/runs/seed_101/snapshots/grid_118.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,118,examples/runs/seed_101/snapshots/grid_119.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,119,examples/runs/seed_101/snapshots/grid_120.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,examples/runs/seed_104/snapshots/grid_001.npy,0.8814317329649902,0.4443370146432903,0.5341484410492509,0.5652195912411211,0.562046619552024,0.3697407672487868,0.3804112183129939
104,1,examples/runs/seed_104/snapshots/grid_002.npy,0.6256729596956754,0.2681040692932415,0.3241537462390116,0.3356614460227789,0.335238315296342,0.2313758380412026,0.2267477595627544
104,2,examples/runs/seed_104/snapshots/grid_003.npy,0.7302751143898367,0.2778752727515463,0.3057773344195059,0.3119673338491363,0.3166533569198067,0.2168317383593543,0.214767838562212
104,3,examples/runs/seed_104/snapshots/grid_004.npy,0.7820507888337238,0.2587108418374793,0.2722015597541898,0.2817802979753999,0.287484907835346,0.2008016936702458,0.1952768189526942
104,4,examples/runs/seed_104/snapshots/grid_005.npy,0.8343704836630028,0.2479162008839384,0.2788350430127211,0.2731365736967416,0.277887656089303,0.2014605050437402,0.183442660691829
104,5,examples/runs/seed_104/snapshots/grid_006.npy,0.8401945524750375,0.234119832221814,0.2739370704000329,0.2580236434891541,0.2615324628652002,0.1989457481955449,0.1683575461344314
104,6,examples/runs/seed_104/snapshots/grid_007.npy,0.83324734699786,0.2235131763257755,0.2670871424622861,0.2450314578646595,0.239675068799557,0.1906030540491205,0.155280910696349
104,7,examples/runs/seed_104/snapshots/grid_008.npy,0.8392540495519619,0.2246625327081702,0.2707983341461923,0.2390948593672634,0.2326630405211716,0.1941169141581548,0.148195710975982
104,8,examples/runs/seed_104/snapshots/grid_009.npy,0.9375255094015584,0.2516696598196141,0.2972507098114553,0.2611567071963999,0.2470408223876631,0.2139357048516894,0.1588048959039071
104,9,examples/runs/seed_104/snapshots/grid_010.npy,0.9980440179161622,0.2620025142484759,0.3166466498073134,0.278349256504489,0.2587784381118175,0.2256477691288339,0.1645254482809409
104,10,examples/runs/seed_104/snapshots/grid_011.npy,0.9765854100042024,0.2554802285422857,0.3189547459381788,0.2749525207848293,0.2548139409405951,0.2279345123122447,0.1590540444233102
104,11,examples/runs/seed_104/snapshots/grid_012.npy,0.982547661153428,0.2615396411932378,0.3235347561865255,0.2784548402705521,0.2541335516222272,0.234134010640516,0.1588954214819159
104,12,examples/runs/seed_104/snapshots/grid_013.npy,0.9761644711346494,0.2662771587866854,0.3234910470153652,0.2806924241476881,0.2534857569234826,0.2353111477046726,0.1574545613596761
104,13,examples/runs/seed_104/snapshots/grid_014.npy,0.950548075304376,0.2660504997637796,0.3246674032272261,0.2793598166759288,0.2439876340534074,0.2315931243530203,0.1531755311333318
104,14,examples/runs/seed_104/snapshots/grid_015.npy,0.9862762991339544,0.2874926984602237,0.3396478767886066,0.2941153701956909,0.2540217968479478,0.2376677819674119,0.1592269648629449
104,15,examples/runs/seed_104/snapshots/grid_016.npy,1.0310056471071656,0.3078657690873618,0.3576934308765294,0.3132303571192603,0.263383599306301,0.2467458661363874,0.1668670145218173
104,16,examples/runs/seed_104/snapshots/grid_017.npy,1.0733346456315314,0.3262218137076662,0.3754614569632339,0.3324593336212255,0.2745981740672891,0.2566564176121083,0.1746185963375051
104,17,examples/runs/seed_104/snapshots/grid_018.npy,1.0593718335646076,0.3262052274673028,0.3759243097753009,0.3355508670267959,0.2760016479919621,0.260059305249957,0.1735435604821331
104,18,examples/runs/seed_104/snapshots/grid_019.npy,1.05299677893542,0.3345806696558405,0.3805979056095748,0.3407019384609852,0.2753957703180352,0.2612137910958647,0.1742815175570419
104,19,examples/runs/seed_104/snapshots/grid_020.npy,1.0410349696920318,0.3404343207321456,0.3832118832488657,0.3432922949688924,0.2749556179504961,0.2618977915600427,0.1737687103872925
104,20,examples/runs/seed_104/snapshots/grid_021.npy,1.0583469526982936,0.3579153178555093,0.3947256893030517,0.3557903429028795,0.2804202268772533,0.2663583337364116,0.178269447834911
104,21,examples/runs/seed_104/snapshots/grid_022.npy,1.074327635853354,0.3777631960876019,0.4046187575230334,0.3682344597959635,0.2848680650922429,0.2714613321691788,0.1831292449877449
104,22,examples/runs/seed_104/snapshots/grid_023.npy,1.073026372459768,0.3875897947731873,0.4106998913364221,0.3749539032069516,0.2848497662156833,0.2725114635164304,0.184623972562442
104,23,examples/runs/seed_104/snapshots/grid_024.npy,1.08876633172572,0.4049221578508785,0.4224488318644216,0.3869475943294023,0.2877922583761865,0.2767092867415082,0.1891667747940704
104,24,examples/runs/seed_104/snapshots/grid_025.npy,1.1052727584493915,0.4231467094714011,0.4339853734641465,0.4000134994232894,0.2915109719717799,0.2807246859788995,0.1941048090867464
104,25,examples/runs/seed_104/snapshots/grid_026.npy,1.1454765636932511,0.449722328137078,0.4538031784049677,0.4218324909889124,0.3021895120438058,0.289706971433531,0.2032337907220737
104,26,examples/runs/seed_104/snapshots/grid_027.npy,1.1476693335317845,0.4600908170737318,0.4594712358595103,0.429982823749549,0.303498745564024,0.2939079061379764,0.2059081261913312
104,27,examples/runs/seed_104/snapshots/grid_028.npy,1.1460897264917096,0.4729262792634101,0.4652285191078177,0.4363093976566998,0.3044666002090953,0.2962134003680717,0.208385807802525
104,28,examples/runs/seed_104/snapshots/grid_029.npy,1.1433898743899982,0.4888764069022333,0.4700740766794148,0.4428978222855391,0.3057250411550984,0.2980344674386667,0.2110551390884188
104,29,examples/runs/seed_104/snapshots/grid_030.npy,1.15625747688919,0.5121968088029071,0.4798439085122357,0.455155966938063,0.3112084202451002,0.3028073846807556,0.2165470806246694
104,30,examples/runs/seed_104/snapshots/grid_031.npy,1.1921929760616303,0.5478411008324722,0.5003868608666919,0.4773304213661443,0.322305587907196,0.3133757270984865,0.2267748024623101
104,31,examples/runs/seed_104/snapshots/grid_032.npy,1.2088654453854195,0.5736617000783774,0.5128260263960338,0.4920312299499271,0.3299474846074345,0.3188843036972279,0.2335767566188171
104,32,examples/runs/seed_104/snapshots/grid_033.npy,1.2396009956363343,0.6082628364387347,0.5321688308217591,0.5134938696759624,0.3409425255517518,0.328778885518552,0.2435690649228861
104,33,examples/runs/seed_104/snapshots/grid_034.npy,1.2510740231762951,0.6318306829991194,0.5433321398661511,0.5269858469332362,0.3468611279073505,0.3339501309940852,0.249905076418272
104,34,examples/runs/seed_104/snapshots/grid_035.npy,1.2572259906452083,0.6545924018858685,0.5540984954370132,0.5389005094225103,0.3512759388117343,0.3390378872171014,0.2555590461110776
104,35,examples/runs/seed_104/snapshots/grid_036.npy,1.268729421674195,0.6843770054587487,0.5665190175410768,0.5533019115093895,0.3584568178962466,0.3443725727378609,0.2629264355165334
104,36,examples/runs/seed_104/snapshots/grid_037.npy,1.2781354241510656,0.7136890654761735,0.576813658105925,0.5670778455938654,0.3652968494672924,0.3488933900177878,0.2699947248788064
104,37,examples/runs/seed_104/snapshots/grid_038.npy,1.2987418591973174,0.7500147410516805,0.5939637304205412,0.5868151068529285,0.3754170656511046,0.3567582534136007,0.2796819511010385
104,38,examples/runs/seed_104/snapshots/grid_039.npy,1.310427493723359,0.783309719338052,0.6076667872649641,0.603389015142778,0.3833160711226551,0.3636626408866064,0.2880204034052671
104,39,examples/runs/seed_104/snapshots/grid_040.npy,1.3216490281914162,0.8153865671195076,0.622268440368203,0.6207822360567534,0.3912812422047103,0.3707118843059234,0.2962330249218843
104,40,examples/runs/seed_104/snapshots/grid_041.npy,1.332997976327479,0.8488162731556638,0.6376319123918602,0.6392926654126557,0.4001583086072036,0.3785533205996481,0.3048148398562877
104,41,examples/runs/seed_104/snapshots/grid_042.npy,1.3345366932192648,0.8775275639299356,0.649562597827551,0.6540578387531484,0.406382308111119,0.3839560556775358,0.3115684138022243
